BPR1,BPR2,PR_HPC,PR_IPC,PR_LPC,TIT,TSCOR,TSF,TSFC,TSNoxR,SFC
0.127,0.127,4.123,3.316,3.114,1892,0.08116,466.6,34.21,0.06483,0.04105
0.02735,0.02735,1.889,1.769,1.739,1728,3.941,735.8,30.97,0.06483,0.03716
0.127,0.127,4.121,3.315,3.113,1892,0.08128,466.8,34.2,0.06482,0.04104
0.0274,0.0274,1.89,1.77,1.74,1729,3.927,735.7,30.96,0.06482,0.03716
0.1269,0.1269,4.12,3.314,3.112,1891,0.08139,467,34.19,0.06481,0.04103
0.1268,0.1268,4.119,3.313,3.112,1891,0.08151,467.2,34.19,0.0648,0.04102
0.02746,0.02746,1.891,1.771,1.741,1729,3.914,735.7,30.96,0.0648,0.03715
0.02752,0.02752,1.893,1.772,1.742,1729,3.9,735.6,30.95,0.06479,0.03715
0.1268,0.1268,4.117,3.312,3.111,1891,0.08163,467.4,34.18,0.06478,0.04101
0.1267,0.1267,4.116,3.311,3.11,1891,0.08175,467.6,34.17,0.06477,0.041
0.02758,0.02758,1.894,1.773,1.742,1729,3.887,735.6,30.95,0.06477,0.03714
0.1267,0.1267,4.115,3.31,3.109,1891,0.08187,467.8,34.16,0.06476,0.04099
0.02764,0.02764,1.895,1.774,1.743,1729,3.873,735.5,30.95,0.06476,0.03714
0.1266,0.1266,4.114,3.309,3.108,1891,0.08199,468,34.15,0.06475,0.04099
0.02769,0.02769,1.897,1.775,1.744,1729,3.86,735.4,30.94,0.06475,0.03713
0.1265,0.1265,4.112,3.308,3.108,1891,0.08211,468.2,34.15,0.06473,0.04098
0.02775,0.02775,1.898,1.775,1.745,1729,3.847,735.4,30.94,0.06473,0.03713
0.1265,0.1265,4.111,3.308,3.107,1891,0.08223,468.5,34.14,0.06472,0.04097
0.02781,0.02781,1.899,1.776,1.746,1729,3.834,735.3,30.94,0.06472,0.03712
0.1264,0.1264,4.11,3.307,3.106,1891,0.08235,468.7,34.13,0.06471,0.04096
0.02787,0.02787,1.9,1.777,1.746,1729,3.821,735.2,30.93,0.06471,0.03712
0.1264,0.1264,4.108,3.306,3.105,1891,0.08247,468.9,34.12,0.0647,0.04095
0.02793,0.02793,1.902,1.778,1.747,1729,3.808,735.2,30.93,0.06469,0.03711
0.1263,0.1263,4.107,3.305,3.104,1891,0.08259,469.1,34.11,0.06468,0.04094
0.02798,0.02798,1.903,1.779,1.748,1729,3.795,735.1,30.92,0.06468,0.03711
0.1263,0.1263,4.106,3.304,3.104,1890,0.08271,469.3,34.11,0.06467,0.04093
0.02804,0.02804,1.904,1.78,1.749,1730,3.782,735.1,30.92,0.06467,0.0371
0.1262,0.1262,4.104,3.303,3.103,1890,0.08283,469.5,34.1,0.06466,0.04092
0.1261,0.1261,4.103,3.302,3.102,1890,0.08295,469.7,34.09,0.06465,0.04091
0.0281,0.0281,1.906,1.781,1.75,1730,3.769,735,30.92,0.06465,0.0371
0.1261,0.1261,4.102,3.301,3.101,1890,0.08307,469.9,34.08,0.06464,0.0409
0.02816,0.02816,1.907,1.782,1.75,1730,3.756,734.9,30.91,0.06464,0.0371
0.02822,0.02822,1.908,1.783,1.751,1730,3.743,734.9,30.91,0.06463,0.03709
0.126,0.126,4.101,3.3,3.1,1890,0.0832,470.1,34.08,0.06462,0.04089
0.126,0.126,4.099,3.299,3.1,1890,0.08332,470.3,34.07,0.06461,0.04088
0.02827,0.02827,1.91,1.784,1.752,1730,3.73,734.8,30.91,0.06461,0.03709
0.1259,0.1259,4.098,3.299,3.099,1890,0.08344,470.5,34.06,0.0646,0.04087
0.02833,0.02833,1.911,1.784,1.753,1730,3.718,734.8,30.9,0.0646,0.03708
0.1258,0.1258,4.097,3.298,3.098,1890,0.08356,470.8,34.05,0.06459,0.04086
0.02839,0.02839,1.912,1.785,1.754,1730,3.705,734.7,30.9,0.06459,0.03708
0.02845,0.02845,1.913,1.786,1.754,1730,3.693,734.6,30.89,0.06458,0.03707
0.1258,0.1258,4.095,3.297,3.097,1890,0.08369,471,34.04,0.06457,0.04085
0.1257,0.1257,4.094,3.296,3.096,1890,0.08381,471.2,34.04,0.06456,0.04084
0.02851,0.02851,1.915,1.787,1.755,1730,3.68,734.6,30.89,0.06456,0.03707
0.1257,0.1257,4.093,3.295,3.096,1889,0.08393,471.4,34.03,0.06455,0.04083
0.02856,0.02856,1.916,1.788,1.756,1730,3.668,734.5,30.89,0.06455,0.03706
0.1256,0.1256,4.091,3.294,3.095,1889,0.08406,471.6,34.02,0.06454,0.04082
0.02862,0.02862,1.917,1.789,1.757,1731,3.655,734.4,30.88,0.06454,0.03706
0.1256,0.1256,4.09,3.293,3.094,1889,0.08418,471.8,34.01,0.06453,0.04082
0.02868,0.02868,1.919,1.79,1.758,1731,3.643,734.4,30.88,0.06452,0.03705
0.1255,0.1255,4.089,3.292,3.093,1889,0.0843,472,34.01,0.06451,0.04081
0.02874,0.02874,1.92,1.791,1.758,1731,3.63,734.3,30.88,0.06451,0.03705
0.1254,0.1254,4.088,3.291,3.092,1889,0.08443,472.2,34,0.0645,0.0408
0.0288,0.0288,1.921,1.792,1.759,1731,3.618,734.2,30.87,0.0645,0.03705
0.1254,0.1254,4.086,3.29,3.092,1889,0.08455,472.4,33.99,0.06449,0.04079
0.1253,0.1253,4.085,3.29,3.091,1889,0.08468,472.6,33.98,0.06448,0.04078
0.02885,0.02885,1.923,1.793,1.76,1731,3.606,734.2,30.87,0.06448,0.03704
0.1253,0.1253,4.084,3.289,3.09,1889,0.0848,472.8,33.97,0.06447,0.04077
0.02891,0.02891,1.924,1.793,1.761,1731,3.594,734.1,30.86,0.06447,0.03704
0.1252,0.1252,4.082,3.288,3.089,1889,0.08493,473,33.97,0.06446,0.04076
0.02897,0.02897,1.925,1.794,1.762,1731,3.582,734,30.86,0.06446,0.03703
0.02903,0.02903,1.926,1.795,1.762,1731,3.57,734,30.86,0.06445,0.03703
0.1252,0.1252,4.081,3.287,3.088,1889,0.08505,473.3,33.96,0.06444,0.04075
0.1251,0.1251,4.08,3.286,3.088,1889,0.08518,473.5,33.95,0.06443,0.04074
0.02909,0.02909,1.928,1.796,1.763,1731,3.557,733.9,30.85,0.06443,0.03702
0.125,0.125,4.078,3.285,3.087,1888,0.0853,473.7,33.94,0.06442,0.04073
0.02914,0.02914,1.929,1.797,1.764,1731,3.545,733.8,30.85,0.06442,0.03702
0.125,0.125,4.077,3.284,3.086,1888,0.08543,473.9,33.94,0.06441,0.04072
0.0292,0.0292,1.93,1.798,1.765,1731,3.534,733.8,30.85,0.06441,0.03702
0.1249,0.1249,4.076,3.283,3.085,1888,0.08556,474.1,33.93,0.0644,0.04071
0.02926,0.02926,1.932,1.799,1.766,1732,3.522,733.7,30.84,0.06439,0.03701
0.1249,0.1249,4.075,3.282,3.084,1888,0.08568,474.3,33.92,0.06438,0.0407
0.02932,0.02932,1.933,1.8,1.766,1732,3.51,733.6,30.84,0.06438,0.03701
0.1248,0.1248,4.073,3.281,3.084,1888,0.08581,474.5,33.91,0.06437,0.0407
0.02938,0.02938,1.934,1.801,1.767,1732,3.498,733.6,30.84,0.06437,0.037
0.1247,0.1247,4.072,3.281,3.083,1888,0.08594,474.7,33.91,0.06436,0.04069
0.02943,0.02943,1.936,1.802,1.768,1732,3.486,733.5,30.83,0.06436,0.037
0.1247,0.1247,4.071,3.28,3.082,1888,0.08606,474.9,33.9,0.06435,0.04068
0.1246,0.1246,4.069,3.279,3.081,1888,0.08619,475.1,33.89,0.06434,0.04067
0.02949,0.02949,1.937,1.802,1.769,1732,3.475,733.4,30.83,0.06434,0.03699
0.1246,0.1246,4.068,3.278,3.08,1888,0.08632,475.3,33.88,0.06433,0.04066
0.02955,0.02955,1.938,1.803,1.77,1732,3.463,733.4,30.82,0.06433,0.03699
0.02961,0.02961,1.939,1.804,1.77,1732,3.451,733.3,30.82,0.06432,0.03699
0.1245,0.1245,4.067,3.277,3.08,1888,0.08645,475.5,33.87,0.06431,0.04065
0.02967,0.02967,1.941,1.805,1.771,1732,3.44,733.2,30.82,0.06431,0.03698
0.1245,0.1245,4.065,3.276,3.079,1887,0.08658,475.7,33.87,0.0643,0.04064
0.1244,0.1244,4.064,3.275,3.078,1887,0.08671,476,33.86,0.06429,0.04063
0.02972,0.02972,1.942,1.806,1.772,1732,3.428,733.2,30.81,0.06429,0.03698
0.1243,0.1243,4.063,3.274,3.077,1887,0.08684,476.2,33.85,0.06428,0.04062
0.02978,0.02978,1.943,1.807,1.773,1732,3.417,733.1,30.81,0.06428,0.03697
0.1243,0.1243,4.062,3.273,3.076,1887,0.08696,476.4,33.84,0.06427,0.04061
0.02984,0.02984,1.945,1.808,1.774,1732,3.405,733,30.81,0.06427,0.03697
0.1242,0.1242,4.06,3.272,3.076,1887,0.08709,476.6,33.84,0.06426,0.0406
0.0299,0.0299,1.946,1.809,1.774,1733,3.394,733,30.8,0.06426,0.03696
0.1242,0.1242,4.059,3.272,3.075,1887,0.08722,476.8,33.83,0.06424,0.0406
0.02996,0.02996,1.947,1.81,1.775,1733,3.383,732.9,30.8,0.06424,0.03696
0.1241,0.1241,4.058,3.271,3.074,1887,0.08735,477,33.82,0.06423,0.04059
0.03001,0.03001,1.949,1.811,1.776,1733,3.371,732.8,30.8,0.06423,0.03696
0.1241,0.1241,4.056,3.27,3.073,1887,0.08748,477.2,33.81,0.06422,0.04058
0.03007,0.03007,1.95,1.811,1.777,1733,3.36,732.8,30.79,0.06422,0.03695
0.124,0.124,4.055,3.269,3.072,1887,0.08761,477.4,33.81,0.06421,0.04057
0.03013,0.03013,1.951,1.812,1.778,1733,3.349,732.7,30.79,0.06421,0.03695
0.1239,0.1239,4.054,3.268,3.072,1887,0.08775,477.6,33.8,0.0642,0.04056
0.1239,0.1239,4.052,3.267,3.071,1887,0.08788,477.8,33.79,0.06419,0.04055
0.03019,0.03019,1.952,1.813,1.778,1733,3.338,732.6,30.79,0.06419,0.03694
0.1238,0.1238,4.051,3.266,3.07,1886,0.08801,478,33.78,0.06418,0.04054
0.03025,0.03025,1.954,1.814,1.779,1733,3.327,732.5,30.78,0.06418,0.03694
0.0303,0.0303,1.955,1.815,1.78,1733,3.316,732.5,30.78,0.06417,0.03694
0.1238,0.1238,4.05,3.265,3.069,1886,0.08814,478.2,33.78,0.06416,0.04053
0.03036,0.03036,1.956,1.816,1.781,1733,3.305,732.4,30.78,0.06416,0.03693
0.1237,0.1237,4.049,3.264,3.068,1886,0.08827,478.4,33.77,0.06415,0.04052
0.1236,0.1236,4.047,3.263,3.068,1886,0.0884,478.6,33.76,0.06414,0.04051
0.03042,0.03042,1.958,1.817,1.782,1733,3.294,732.3,30.77,0.06414,0.03693
0.1236,0.1236,4.046,3.263,3.067,1886,0.08854,478.9,33.76,0.06413,0.04051
0.03048,0.03048,1.959,1.818,1.782,1734,3.283,732.3,30.77,0.06413,0.03692
0.1235,0.1235,4.045,3.262,3.066,1886,0.08867,479.1,33.75,0.06412,0.0405
0.03054,0.03054,1.96,1.819,1.783,1734,3.272,732.2,30.77,0.06412,0.03692
0.1235,0.1235,4.043,3.261,3.065,1886,0.0888,479.3,33.74,0.06411,0.04049
0.03059,0.03059,1.962,1.82,1.784,1734,3.261,732.1,30.76,0.06411,0.03692
0.1234,0.1234,4.042,3.26,3.064,1886,0.08894,479.5,33.73,0.0641,0.04048
0.03065,0.03065,1.963,1.82,1.785,1734,3.25,732,30.76,0.0641,0.03691
0.1234,0.1234,4.041,3.259,3.064,1886,0.08907,479.7,33.73,0.06409,0.04047
0.03071,0.03071,1.964,1.821,1.786,1734,3.239,732,30.76,0.06408,0.03691
0.1233,0.1233,4.039,3.258,3.063,1886,0.0892,479.9,33.72,0.06407,0.04046
0.03077,0.03077,1.965,1.822,1.786,1734,3.229,731.9,30.75,0.06407,0.0369
0.1232,0.1232,4.038,3.257,3.062,1885,0.08934,480.1,33.71,0.06406,0.04045
0.03083,0.03083,1.967,1.823,1.787,1734,3.218,731.8,30.75,0.06406,0.0369
0.1232,0.1232,4.037,3.256,3.061,1885,0.08947,480.3,33.7,0.06405,0.04044
0.03088,0.03088,1.968,1.824,1.788,1734,3.207,731.8,30.75,0.06405,0.0369
0.1231,0.1231,4.036,3.255,3.06,1885,0.08961,480.5,33.7,0.06404,0.04044
0.03094,0.03094,1.969,1.825,1.789,1734,3.197,731.7,30.74,0.06404,0.03689
0.1231,0.1231,4.034,3.254,3.06,1885,0.08974,480.7,33.69,0.06403,0.04043
0.123,0.123,4.033,3.254,3.059,1885,0.08988,480.9,33.68,0.06402,0.04042
0.031,0.031,1.971,1.826,1.79,1734,3.186,731.6,30.74,0.06402,0.03689
0.1229,0.1229,4.032,3.253,3.058,1885,0.09001,481.1,33.67,0.06401,0.04041
0.03106,0.03106,1.972,1.827,1.79,1734,3.176,731.5,30.74,0.06401,0.03688
0.1229,0.1229,4.03,3.252,3.057,1885,0.09015,481.3,33.67,0.064,0.0404
0.03112,0.03112,1.973,1.828,1.791,1735,3.165,731.5,30.73,0.064,0.03688
0.1228,0.1228,4.029,3.251,3.056,1885,0.09028,481.5,33.66,0.06399,0.04039
0.03117,0.03117,1.975,1.829,1.792,1735,3.155,731.4,30.73,0.06399,0.03688
0.03123,0.03123,1.976,1.829,1.793,1735,3.144,731.3,30.73,0.06398,0.03687
0.1228,0.1228,4.028,3.25,3.056,1885,0.09042,481.7,33.65,0.06397,0.04038
0.1227,0.1227,4.026,3.249,3.055,1885,0.09055,482,33.65,0.06396,0.04037
0.03129,0.03129,1.977,1.83,1.794,1735,3.134,731.2,30.72,0.06396,0.03687
0.1227,0.1227,4.025,3.248,3.054,1885,0.09069,482.2,33.64,0.06395,0.04037
0.03135,0.03135,1.978,1.831,1.794,1735,3.124,731.2,30.72,0.06395,0.03686
0.1226,0.1226,4.024,3.247,3.053,1884,0.09083,482.4,33.63,0.06394,0.04036
0.03141,0.03141,1.98,1.832,1.795,1735,3.113,731.1,30.72,0.06394,0.03686
0.1225,0.1225,4.023,3.246,3.052,1884,0.09097,482.6,33.62,0.06393,0.04035
0.03146,0.03146,1.981,1.833,1.796,1735,3.103,731,30.71,0.06393,0.03686
0.1225,0.1225,4.021,3.245,3.052,1884,0.0911,482.8,33.62,0.06392,0.04034
0.03152,0.03152,1.982,1.834,1.797,1735,3.093,730.9,30.71,0.06392,0.03685
0.1224,0.1224,4.02,3.245,3.051,1884,0.09124,483,33.61,0.06391,0.04033
0.03158,0.03158,1.984,1.835,1.798,1735,3.083,730.9,30.71,0.06391,0.03685
0.1224,0.1224,4.019,3.244,3.05,1884,0.09138,483.2,33.6,0.0639,0.04032
0.1223,0.1223,4.017,3.243,3.049,1884,0.09152,483.4,33.59,0.06389,0.04031
0.03164,0.03164,1.985,1.836,1.798,1735,3.073,730.8,30.7,0.06389,0.03684
0.1223,0.1223,4.016,3.242,3.048,1884,0.09166,483.6,33.59,0.06388,0.04031
0.0317,0.0317,1.986,1.837,1.799,1736,3.063,730.7,30.7,0.06388,0.03684
0.1222,0.1222,4.015,3.241,3.048,1884,0.0918,483.8,33.58,0.06387,0.0403
0.03175,0.03175,1.988,1.838,1.8,1736,3.053,730.6,30.7,0.06387,0.03684
0.03181,0.03181,1.989,1.838,1.801,1736,3.043,730.6,30.69,0.06386,0.03683
0.1221,0.1221,4.013,3.24,3.047,1884,0.09193,484,33.57,0.06385,0.04029
0.03187,0.03187,1.99,1.839,1.802,1736,3.033,730.5,30.69,0.06385,0.03683
0.1221,0.1221,4.012,3.239,3.046,1884,0.09207,484.2,33.57,0.06384,0.04028
0.03193,0.03193,1.991,1.84,1.802,1736,3.023,730.4,30.69,0.06384,0.03683
0.122,0.122,4.011,3.238,3.045,1883,0.09221,484.4,33.56,0.06383,0.04027
0.122,0.122,4.01,3.237,3.044,1883,0.09235,484.6,33.55,0.06382,0.04026
0.03199,0.03199,1.993,1.841,1.803,1736,3.013,730.3,30.68,0.06382,0.03682
0.1219,0.1219,4.008,3.236,3.044,1883,0.09249,484.8,33.55,0.06381,0.04025
0.03204,0.03204,1.994,1.842,1.804,1736,3.003,730.3,30.68,0.06381,0.03682
0.1218,0.1218,4.007,3.236,3.043,1883,0.09264,485,33.54,0.0638,0.04025
0.0321,0.0321,1.995,1.843,1.805,1736,2.993,730.2,30.68,0.0638,0.03681
0.1218,0.1218,4.006,3.235,3.042,1883,0.09278,485.2,33.53,0.06379,0.04024
0.03216,0.03216,1.997,1.844,1.806,1736,2.983,730.1,30.68,0.06379,0.03681
0.1217,0.1217,4.004,3.234,3.041,1883,0.09292,485.5,33.52,0.06378,0.04023
0.03222,0.03222,1.998,1.845,1.806,1736,2.974,730,30.67,0.06378,0.03681
0.1217,0.1217,4.003,3.233,3.04,1883,0.09306,485.7,33.52,0.06377,0.04022
0.03228,0.03228,1.999,1.846,1.807,1736,2.964,730,30.67,0.06377,0.0368
0.1216,0.1216,4.002,3.232,3.04,1883,0.0932,485.9,33.51,0.06376,0.04021
0.1216,0.1216,4,3.231,3.039,1883,0.09334,486.1,33.5,0.06375,0.0402
0.03233,0.03233,2.001,1.847,1.808,1737,2.954,729.9,30.67,0.06375,0.0368
0.1215,0.1215,3.999,3.23,3.038,1883,0.09349,486.3,33.5,0.06374,0.04019
0.03239,0.03239,2.002,1.847,1.809,1737,2.945,729.8,30.66,0.06374,0.0368
0.1214,0.1214,3.998,3.229,3.037,1883,0.09363,486.5,33.49,0.06373,0.04019
0.03245,0.03245,2.003,1.848,1.81,1737,2.935,729.7,30.66,0.06373,0.03679
0.1214,0.1214,3.996,3.228,3.036,1882,0.09377,486.7,33.48,0.06372,0.04018
0.03251,0.03251,2.005,1.849,1.81,1737,2.926,729.6,30.66,0.06372,0.03679
0.1213,0.1213,3.995,3.227,3.036,1882,0.09391,486.9,33.47,0.06371,0.04017
0.03257,0.03257,2.006,1.85,1.811,1737,2.916,729.6,30.65,0.06371,0.03678
0.03262,0.03262,2.007,1.851,1.812,1737,2.907,729.5,30.65,0.0637,0.03678
0.1213,0.1213,3.994,3.227,3.035,1882,0.09406,487.1,33.47,0.06369,0.04016
0.03268,0.03268,2.008,1.852,1.813,1737,2.897,729.4,30.65,0.06369,0.03678
0.1212,0.1212,3.993,3.226,3.034,1882,0.0942,487.3,33.46,0.06368,0.04015
0.03274,0.03274,2.01,1.853,1.814,1737,2.888,729.3,30.64,0.06368,0.03677
0.1212,0.1212,3.991,3.225,3.033,1882,0.09435,487.5,33.45,0.06367,0.04014
0.1211,0.1211,3.99,3.224,3.032,1882,0.09449,487.7,33.45,0.06366,0.04014
0.0328,0.0328,2.011,1.854,1.814,1737,2.878,729.3,30.64,0.06366,0.03677
0.121,0.121,3.989,3.223,3.032,1882,0.09464,487.9,33.44,0.06365,0.04013
0.03286,0.03286,2.012,1.855,1.815,1737,2.869,729.2,30.64,0.06365,0.03677
0.121,0.121,3.987,3.222,3.031,1882,0.09478,488.1,33.43,0.06364,0.04012
0.03291,0.03291,2.014,1.856,1.816,1738,2.86,729.1,30.64,0.06364,0.03676
0.1209,0.1209,3.986,3.221,3.03,1882,0.09493,488.3,33.43,0.06363,0.04011
0.03297,0.03297,2.015,1.856,1.817,1738,2.851,729,30.63,0.06363,0.03676
0.1209,0.1209,3.985,3.22,3.029,1882,0.09507,488.5,33.42,0.06362,0.0401
0.03303,0.03303,2.016,1.857,1.818,1738,2.841,728.9,30.63,0.06362,0.03676
0.1208,0.1208,3.983,3.219,3.028,1881,0.09522,488.7,33.41,0.06361,0.04009
0.03309,0.03309,2.018,1.858,1.818,1738,2.832,728.9,30.63,0.06361,0.03675
0.1207,0.1207,3.982,3.218,3.028,1881,0.09536,488.9,33.41,0.0636,0.04009
0.03315,0.03315,2.019,1.859,1.819,1738,2.823,728.8,30.62,0.0636,0.03675
0.1207,0.1207,3.981,3.218,3.027,1881,0.09551,489.1,33.4,0.06359,0.04008
0.0332,0.0332,2.02,1.86,1.82,1738,2.814,728.7,30.62,0.06359,0.03675
0.1206,0.1206,3.98,3.217,3.026,1881,0.09566,489.4,33.39,0.06358,0.04007
0.03326,0.03326,2.021,1.861,1.821,1738,2.805,728.6,30.62,0.06358,0.03674
0.1206,0.1206,3.978,3.216,3.025,1881,0.0958,489.6,33.38,0.06357,0.04006
0.1205,0.1205,3.977,3.215,3.024,1881,0.09595,489.8,33.38,0.06356,0.04005
0.03332,0.03332,2.023,1.862,1.822,1738,2.796,728.5,30.62,0.06356,0.03674
0.1205,0.1205,3.976,3.214,3.024,1881,0.0961,490,33.37,0.06355,0.04004
0.03338,0.03338,2.024,1.863,1.822,1738,2.787,728.5,30.61,0.06355,0.03673
0.1204,0.1204,3.974,3.213,3.023,1881,0.09625,490.2,33.36,0.06354,0.04004
0.03344,0.03344,2.025,1.864,1.823,1738,2.778,728.4,30.61,0.06354,0.03673
0.1203,0.1203,3.973,3.212,3.022,1881,0.0964,490.4,33.36,0.06353,0.04003
0.03349,0.03349,2.027,1.865,1.824,1738,2.769,728.3,30.61,0.06353,0.03673
0.1203,0.1203,3.972,3.211,3.021,1881,0.09654,490.6,33.35,0.06352,0.04002
0.03355,0.03355,2.028,1.865,1.825,1739,2.76,728.2,30.6,0.06352,0.03672
0.1202,0.1202,3.97,3.21,3.02,1881,0.09669,490.8,33.34,0.06351,0.04001
0.03361,0.03361,2.029,1.866,1.826,1739,2.751,728.1,30.6,0.06351,0.03672
0.1202,0.1202,3.969,3.209,3.02,1880,0.09684,491,33.34,0.0635,0.04
0.03367,0.03367,2.031,1.867,1.826,1739,2.742,728,30.6,0.0635,0.03672
0.1201,0.1201,3.968,3.209,3.019,1880,0.09699,491.2,33.33,0.06349,0.04
0.03373,0.03373,2.032,1.868,1.827,1739,2.734,728,30.6,0.06349,0.03671
0.12,0.12,3.967,3.208,3.018,1880,0.09714,491.4,33.32,0.06348,0.03999
0.03378,0.03378,2.033,1.869,1.828,1739,2.725,727.9,30.59,0.06348,0.03671
0.12,0.12,3.965,3.207,3.017,1880,0.09729,491.6,33.32,0.06347,0.03998
0.03384,0.03384,2.034,1.87,1.829,1739,2.716,727.8,30.59,0.06347,0.03671
0.1199,0.1199,3.964,3.206,3.016,1880,0.09744,491.8,33.31,0.06346,0.03997
0.0339,0.0339,2.036,1.871,1.83,1739,2.707,727.7,30.59,0.06346,0.0367
0.1199,0.1199,3.963,3.205,3.016,1880,0.09759,492,33.3,0.06345,0.03996
0.1198,0.1198,3.961,3.204,3.015,1880,0.09774,492.2,33.3,0.06344,0.03996
0.03396,0.03396,2.037,1.872,1.83,1739,2.699,727.6,30.58,0.06344,0.0367
0.1198,0.1198,3.96,3.203,3.014,1880,0.09789,492.4,33.29,0.06343,0.03995
0.03402,0.03402,2.038,1.873,1.831,1739,2.69,727.6,30.58,0.06343,0.0367
0.1197,0.1197,3.959,3.202,3.013,1880,0.09805,492.6,33.28,0.06342,0.03994
0.03407,0.03407,2.04,1.874,1.832,1739,2.681,727.5,30.58,0.06342,0.03669
0.1196,0.1196,3.957,3.201,3.012,1880,0.0982,492.8,33.28,0.06341,0.03993
0.03413,0.03413,2.041,1.874,1.833,1740,2.673,727.4,30.58,0.06341,0.03669
0.1196,0.1196,3.956,3.2,3.012,1879,0.09835,493,33.27,0.0634,0.03992
0.03419,0.03419,2.042,1.875,1.834,1740,2.664,727.3,30.57,0.0634,0.03669
0.1195,0.1195,3.955,3.2,3.011,1879,0.0985,493.2,33.26,0.06339,0.03992
0.03425,0.03425,2.044,1.876,1.834,1740,2.656,727.2,30.57,0.06339,0.03668
0.1195,0.1195,3.954,3.199,3.01,1879,0.09866,493.4,33.26,0.06338,0.03991
0.03431,0.03431,2.045,1.877,1.835,1740,2.647,727.1,30.57,0.06338,0.03668
0.1194,0.1194,3.952,3.198,3.009,1879,0.09881,493.6,33.25,0.06337,0.0399
0.03436,0.03436,2.046,1.878,1.836,1740,2.639,727.1,30.56,0.06337,0.03668
0.1194,0.1194,3.951,3.197,3.008,1879,0.09896,493.8,33.24,0.06336,0.03989
0.03442,0.03442,2.047,1.879,1.837,1740,2.631,727,30.56,0.06336,0.03667
0.1193,0.1193,3.95,3.196,3.008,1879,0.09912,494,33.24,0.06335,0.03988
0.03448,0.03448,2.049,1.88,1.838,1740,2.622,726.9,30.56,0.06335,0.03667
0.1192,0.1192,3.948,3.195,3.007,1879,0.09927,494.3,33.23,0.06334,0.03988
0.03454,0.03454,2.05,1.881,1.838,1740,2.614,726.8,30.56,0.06334,0.03667
0.1192,0.1192,3.947,3.194,3.006,1879,0.09943,494.5,33.22,0.06333,0.03987
0.0346,0.0346,2.051,1.882,1.839,1740,2.606,726.7,30.55,0.06333,0.03666
0.1191,0.1191,3.946,3.193,3.005,1879,0.09958,494.7,33.22,0.06332,0.03986
0.03465,0.03465,2.053,1.883,1.84,1740,2.597,726.6,30.55,0.06332,0.03666
0.1191,0.1191,3.944,3.192,3.004,1879,0.09974,494.9,33.21,0.06331,0.03985
0.03471,0.03471,2.054,1.883,1.841,1740,2.589,726.5,30.55,0.06331,0.03666
0.119,0.119,3.943,3.191,3.004,1879,0.09989,495.1,33.2,0.0633,0.03984
0.03477,0.03477,2.055,1.884,1.842,1741,2.581,726.5,30.55,0.0633,0.03665
0.1189,0.1189,3.942,3.191,3.003,1878,0.1,495.3,33.2,0.06329,0.03984
0.03483,0.03483,2.057,1.885,1.842,1741,2.573,726.4,30.54,0.06329,0.03665
0.1189,0.1189,3.941,3.19,3.002,1878,0.1002,495.5,33.19,0.06328,0.03983
0.1188,0.1188,3.939,3.189,3.001,1878,0.1004,495.7,33.18,0.06327,0.03982
0.03489,0.03489,2.058,1.886,1.843,1741,2.564,726.3,30.54,0.06327,0.03665
0.1188,0.1188,3.938,3.188,3,1878,0.1005,495.9,33.18,0.06326,0.03981
0.03494,0.03494,2.059,1.887,1.844,1741,2.556,726.2,30.54,0.06326,0.03664
0.1187,0.1187,3.937,3.187,2.999,1878,0.1007,496.1,33.17,0.06325,0.0398
0.035,0.035,2.06,1.888,1.845,1741,2.548,726.1,30.53,0.06325,0.03664
0.1187,0.1187,3.935,3.186,2.999,1878,0.1008,496.3,33.16,0.06324,0.0398
0.03506,0.03506,2.062,1.889,1.846,1741,2.54,726,30.53,0.06324,0.03664
0.1186,0.1186,3.934,3.185,2.998,1878,0.101,496.5,33.16,0.06323,0.03979
0.03512,0.03512,2.063,1.89,1.846,1741,2.532,725.9,30.53,0.06323,0.03664
0.1185,0.1185,3.933,3.184,2.997,1878,0.1011,496.7,33.15,0.06322,0.03978
0.03518,0.03518,2.064,1.891,1.847,1741,2.524,725.9,30.53,0.06322,0.03663
0.1185,0.1185,3.931,3.183,2.996,1878,0.1013,496.9,33.14,0.06321,0.03977
0.03524,0.03524,2.066,1.892,1.848,1741,2.516,725.8,30.52,0.06321,0.03663
0.1184,0.1184,3.93,3.182,2.995,1878,0.1015,497.1,33.14,0.0632,0.03976
0.03529,0.03529,2.067,1.892,1.849,1741,2.508,725.7,30.52,0.0632,0.03663
0.1184,0.1184,3.929,3.182,2.995,1877,0.1016,497.3,33.13,0.06319,0.03976
0.03535,0.03535,2.068,1.893,1.85,1742,2.5,725.6,30.52,0.06319,0.03662
0.1183,0.1183,3.928,3.181,2.994,1877,0.1018,497.5,33.12,0.06318,0.03975
0.03541,0.03541,2.07,1.894,1.85,1742,2.492,725.5,30.52,0.06318,0.03662
0.1182,0.1182,3.926,3.18,2.993,1877,0.1019,497.7,33.12,0.06317,0.03974
0.03547,0.03547,2.071,1.895,1.851,1742,2.485,725.4,30.51,0.06317,0.03662
0.1182,0.1182,3.925,3.179,2.992,1877,0.1021,497.9,33.11,0.06316,0.03973
0.03553,0.03553,2.072,1.896,1.852,1742,2.477,725.3,30.51,0.06316,0.03661
