BPR1,BPR2,PR_HPC,PR_IPC,PR_LPC,TIT,TSCOR,TSF,TSFC,TSNoxR,SFC
0.09441,0.09441,3.392,2.81,2.664,1838,0.2075,577.3,31.13,0.06053,0.03735
0.09429,0.09429,3.389,2.808,2.663,1838,0.2083,577.7,31.12,0.06053,0.03734
0.09435,0.09435,3.391,2.809,2.663,1838,0.2079,577.5,31.12,0.06053,0.03735
0.05832,0.05832,2.583,2.25,2.167,1779,0.8148,679.6,30.05,0.06053,0.03606
0.05838,0.05838,2.584,2.251,2.167,1779,0.8127,679.4,30.05,0.06053,0.03606
0.09423,0.09423,3.388,2.807,2.662,1838,0.2087,577.9,31.12,0.06052,0.03734
0.09417,0.09417,3.387,2.806,2.661,1838,0.2091,578.1,31.11,0.06052,0.03734
0.05844,0.05844,2.586,2.252,2.168,1779,0.8107,679.3,30.05,0.06052,0.03606
0.0585,0.0585,2.587,2.253,2.169,1779,0.8086,679.2,30.05,0.06052,0.03606
0.05856,0.05856,2.588,2.253,2.17,1780,0.8065,679,30.05,0.06052,0.03606
0.09406,0.09406,3.384,2.804,2.659,1838,0.2099,578.4,31.11,0.06051,0.03733
0.09412,0.09412,3.385,2.805,2.66,1838,0.2095,578.2,31.11,0.06051,0.03733
0.094,0.094,3.383,2.803,2.659,1838,0.2103,578.6,31.1,0.06051,0.03732
0.05861,0.05861,2.59,2.254,2.171,1780,0.8045,678.9,30.05,0.06051,0.03606
0.05867,0.05867,2.591,2.255,2.171,1780,0.8025,678.7,30.05,0.06051,0.03606
0.05873,0.05873,2.592,2.256,2.172,1780,0.8004,678.6,30.05,0.06051,0.03606
0.09388,0.09388,3.38,2.802,2.657,1837,0.2111,579,31.1,0.0605,0.03732
0.09394,0.09394,3.381,2.803,2.658,1837,0.2107,578.8,31.1,0.0605,0.03732
0.09383,0.09383,3.379,2.801,2.656,1837,0.2115,579.2,31.09,0.0605,0.03731
0.05879,0.05879,2.594,2.257,2.173,1780,0.7984,678.5,30.05,0.0605,0.03607
0.05885,0.05885,2.595,2.258,2.174,1780,0.7964,678.3,30.05,0.0605,0.03607
0.0589,0.0589,2.596,2.259,2.175,1780,0.7944,678.2,30.05,0.0605,0.03607
0.09371,0.09371,3.376,2.799,2.655,1837,0.2123,579.5,31.09,0.06049,0.0373
0.09377,0.09377,3.378,2.8,2.655,1837,0.2119,579.3,31.09,0.06049,0.03731
0.09365,0.09365,3.375,2.798,2.654,1837,0.2127,579.7,31.08,0.06049,0.0373
0.05896,0.05896,2.597,2.26,2.175,1780,0.7924,678,30.05,0.06049,0.03607
0.05902,0.05902,2.599,2.261,2.176,1780,0.7904,677.9,30.05,0.06049,0.03607
0.09354,0.09354,3.372,2.796,2.652,1837,0.2135,580.1,31.08,0.06048,0.03729
0.09359,0.09359,3.374,2.797,2.653,1837,0.2131,579.9,31.08,0.06048,0.0373
0.09348,0.09348,3.371,2.795,2.651,1837,0.2139,580.3,31.07,0.06048,0.03729
0.05919,0.05919,2.603,2.263,2.179,1781,0.7844,677.5,30.06,0.06048,0.03607
0.05908,0.05908,2.6,2.262,2.177,1780,0.7884,677.7,30.05,0.06048,0.03607
0.05914,0.05914,2.601,2.262,2.178,1780,0.7864,677.6,30.05,0.06048,0.03607
0.09336,0.09336,3.368,2.794,2.65,1837,0.2148,580.6,31.07,0.06047,0.03728
0.09342,0.09342,3.37,2.794,2.651,1837,0.2143,580.4,31.07,0.06047,0.03728
0.0933,0.0933,3.367,2.793,2.649,1836,0.2152,580.8,31.06,0.06047,0.03728
0.05925,0.05925,2.604,2.264,2.179,1781,0.7824,677.3,30.06,0.06047,0.03607
0.05931,0.05931,2.605,2.265,2.18,1781,0.7805,677.2,30.06,0.06047,0.03607
0.05937,0.05937,2.607,2.266,2.181,1781,0.7785,677,30.06,0.06047,0.03607
0.09319,0.09319,3.365,2.791,2.647,1836,0.216,581.2,31.06,0.06046,0.03727
0.09325,0.09325,3.366,2.792,2.648,1836,0.2156,581,31.06,0.06046,0.03727
0.09313,0.09313,3.363,2.79,2.647,1836,0.2164,581.4,31.05,0.06046,0.03726
0.05943,0.05943,2.608,2.267,2.182,1781,0.7765,676.9,30.06,0.06046,0.03607
0.05948,0.05948,2.609,2.268,2.183,1781,0.7746,676.8,30.06,0.06046,0.03607
0.05954,0.05954,2.61,2.269,2.183,1781,0.7726,676.6,30.06,0.06046,0.03607
0.09301,0.09301,3.361,2.788,2.645,1836,0.2172,581.7,31.05,0.06045,0.03726
0.09307,0.09307,3.362,2.789,2.646,1836,0.2168,581.5,31.05,0.06045,0.03726
0.09296,0.09296,3.359,2.787,2.644,1836,0.2177,581.9,31.04,0.06045,0.03725
0.0596,0.0596,2.612,2.27,2.184,1781,0.7707,676.5,30.06,0.06045,0.03607
0.05966,0.05966,2.613,2.271,2.185,1781,0.7688,676.3,30.06,0.06045,0.03607
0.05972,0.05972,2.614,2.271,2.186,1781,0.7668,676.2,30.06,0.06045,0.03607
0.09284,0.09284,3.357,2.785,2.643,1836,0.2185,582.3,31.04,0.06044,0.03724
0.0929,0.0929,3.358,2.786,2.643,1836,0.2181,582.1,31.04,0.06044,0.03725
0.09278,0.09278,3.355,2.785,2.642,1836,0.2189,582.5,31.03,0.06044,0.03724
0.05977,0.05977,2.616,2.272,2.187,1782,0.7649,676,30.06,0.06044,0.03607
0.05983,0.05983,2.617,2.273,2.187,1782,0.763,675.9,30.06,0.06044,0.03607
0.05989,0.05989,2.618,2.274,2.188,1782,0.7611,675.8,30.06,0.06044,0.03607
0.09267,0.09267,3.353,2.783,2.64,1835,0.2198,582.8,31.03,0.06043,0.03723
0.09272,0.09272,3.354,2.784,2.641,1835,0.2193,582.6,31.03,0.06043,0.03724
0.09261,0.09261,3.352,2.782,2.639,1835,0.2202,583,31.02,0.06043,0.03723
0.05995,0.05995,2.62,2.275,2.189,1782,0.7592,675.6,30.06,0.06043,0.03607
0.06001,0.06001,2.621,2.276,2.19,1782,0.7573,675.5,30.06,0.06043,0.03607
0.06006,0.06006,2.622,2.277,2.191,1782,0.7554,675.3,30.06,0.06043,0.03607
0.09249,0.09249,3.349,2.78,2.638,1835,0.221,583.4,31.02,0.06042,0.03722
0.09255,0.09255,3.35,2.781,2.639,1835,0.2206,583.2,31.02,0.06042,0.03722
0.09243,0.09243,3.348,2.779,2.637,1835,0.2215,583.5,31.01,0.06042,0.03722
0.06012,0.06012,2.623,2.278,2.191,1782,0.7535,675.2,30.06,0.06042,0.03607
0.06018,0.06018,2.625,2.279,2.192,1782,0.7516,675,30.06,0.06042,0.03607
0.06024,0.06024,2.626,2.28,2.193,1782,0.7497,674.9,30.06,0.06042,0.03607
0.09232,0.09232,3.345,2.777,2.635,1835,0.2223,583.9,31.01,0.06041,0.03721
0.09238,0.09238,3.346,2.778,2.636,1835,0.2219,583.7,31.01,0.06041,0.03721
0.09226,0.09226,3.344,2.776,2.635,1835,0.2227,584.1,31,0.06041,0.0372
0.0603,0.0603,2.627,2.28,2.194,1782,0.7478,674.8,30.06,0.06041,0.03607
0.06035,0.06035,2.629,2.281,2.195,1782,0.746,674.6,30.06,0.06041,0.03607
0.06041,0.06041,2.63,2.282,2.195,1783,0.7441,674.5,30.06,0.06041,0.03607
0.09214,0.09214,3.341,2.775,2.633,1835,0.2236,584.5,31,0.0604,0.0372
0.0922,0.0922,3.342,2.776,2.634,1835,0.2232,584.3,31,0.0604,0.0372
0.09209,0.09209,3.34,2.774,2.632,1834,0.224,584.6,30.99,0.0604,0.03719
0.06047,0.06047,2.631,2.283,2.196,1783,0.7423,674.3,30.06,0.0604,0.03607
0.06053,0.06053,2.633,2.284,2.197,1783,0.7404,674.2,30.06,0.0604,0.03607
0.06059,0.06059,2.634,2.285,2.198,1783,0.7386,674,30.06,0.0604,0.03607
0.09197,0.09197,3.337,2.772,2.631,1834,0.2249,585,30.99,0.06039,0.03719
0.09203,0.09203,3.339,2.773,2.631,1834,0.2245,584.8,30.99,0.06039,0.03719
0.09191,0.09191,3.336,2.771,2.63,1834,0.2253,585.2,30.98,0.06039,0.03718
0.06064,0.06064,2.635,2.286,2.199,1783,0.7367,673.9,30.06,0.06039,0.03607
0.0607,0.0607,2.636,2.287,2.199,1783,0.7349,673.8,30.06,0.06039,0.03607
0.06076,0.06076,2.638,2.288,2.2,1783,0.7331,673.6,30.06,0.06039,0.03607
0.09174,0.09174,3.332,2.768,2.627,1834,0.2267,585.7,30.98,0.06038,0.03717
0.0918,0.0918,3.333,2.769,2.628,1834,0.2262,585.5,30.98,0.06038,0.03717
0.09185,0.09185,3.335,2.77,2.629,1834,0.2258,585.4,30.98,0.06038,0.03718
0.06082,0.06082,2.639,2.289,2.201,1783,0.7312,673.5,30.06,0.06038,0.03607
0.06088,0.06088,2.64,2.289,2.202,1783,0.7294,673.3,30.06,0.06038,0.03607
0.06093,0.06093,2.642,2.29,2.203,1783,0.7276,673.2,30.06,0.06038,0.03607
0.09156,0.09156,3.328,2.766,2.625,1834,0.228,586.3,30.97,0.06037,0.03716
0.09162,0.09162,3.329,2.767,2.626,1834,0.2275,586.1,30.97,0.06037,0.03716
0.09168,0.09168,3.331,2.767,2.627,1834,0.2271,585.9,30.97,0.06037,0.03717
0.09151,0.09151,3.327,2.765,2.624,1834,0.2284,586.5,30.96,0.06037,0.03715
0.06099,0.06099,2.643,2.291,2.203,1784,0.7258,673,30.06,0.06037,0.03607
0.06105,0.06105,2.644,2.292,2.204,1784,0.724,672.9,30.06,0.06037,0.03608
0.06111,0.06111,2.646,2.293,2.205,1784,0.7222,672.7,30.06,0.06037,0.03608
0.09139,0.09139,3.324,2.763,2.623,1833,0.2293,586.8,30.96,0.06036,0.03715
0.09145,0.09145,3.326,2.764,2.623,1833,0.2289,586.6,30.96,0.06036,0.03715
0.09133,0.09133,3.323,2.762,2.622,1833,0.2298,587,30.95,0.06036,0.03714
0.06117,0.06117,2.647,2.294,2.206,1784,0.7204,672.6,30.06,0.06036,0.03608
0.06122,0.06122,2.648,2.295,2.207,1784,0.7186,672.5,30.06,0.06036,0.03608
0.06128,0.06128,2.649,2.296,2.207,1784,0.7168,672.3,30.06,0.06036,0.03608
0.06134,0.06134,2.651,2.297,2.208,1784,0.7151,672.2,30.06,0.06036,0.03608
0.09122,0.09122,3.32,2.76,2.62,1833,0.2306,587.4,30.95,0.06035,0.03714
0.09127,0.09127,3.322,2.761,2.621,1833,0.2302,587.2,30.95,0.06035,0.03714
0.09116,0.09116,3.319,2.759,2.619,1833,0.2311,587.5,30.94,0.06035,0.03713
0.06146,0.06146,2.653,2.298,2.21,1784,0.7115,671.9,30.07,0.06035,0.03608
0.06151,0.06151,2.655,2.299,2.211,1784,0.7098,671.7,30.07,0.06035,0.03608
0.0614,0.0614,2.652,2.298,2.209,1784,0.7133,672,30.06,0.06035,0.03608
0.09104,0.09104,3.316,2.758,2.618,1833,0.232,587.9,30.94,0.06034,0.03713
0.0911,0.0911,3.318,2.758,2.619,1833,0.2315,587.7,30.94,0.06034,0.03713
0.09093,0.09093,3.314,2.756,2.616,1833,0.2329,588.3,30.93,0.06034,0.03712
0.09098,0.09098,3.315,2.757,2.617,1833,0.2324,588.1,30.93,0.06034,0.03712
0.06157,0.06157,2.656,2.3,2.211,1784,0.708,671.6,30.07,0.06034,0.03608
0.06163,0.06163,2.657,2.301,2.212,1785,0.7063,671.4,30.07,0.06034,0.03608
0.06169,0.06169,2.659,2.302,2.213,1785,0.7045,671.3,30.07,0.06034,0.03608
0.09081,0.09081,3.311,2.754,2.615,1832,0.2338,588.6,30.93,0.06033,0.03711
0.09087,0.09087,3.313,2.755,2.615,1832,0.2334,588.4,30.93,0.06033,0.03711
0.09075,0.09075,3.31,2.753,2.614,1832,0.2343,588.8,30.92,0.06033,0.03711
0.06175,0.06175,2.66,2.303,2.214,1785,0.7028,671.1,30.07,0.06033,0.03608
0.0618,0.0618,2.661,2.304,2.215,1785,0.7011,671,30.07,0.06033,0.03608
0.06186,0.06186,2.662,2.305,2.215,1785,0.6993,670.9,30.07,0.06033,0.03608
0.06192,0.06192,2.664,2.306,2.216,1785,0.6976,670.7,30.07,0.06033,0.03608
0.09064,0.09064,3.307,2.751,2.612,1832,0.2352,589.2,30.92,0.06032,0.0371
0.09069,0.09069,3.309,2.752,2.613,1832,0.2347,589,30.92,0.06032,0.0371
0.09052,0.09052,3.305,2.749,2.611,1832,0.2361,589.5,30.91,0.06032,0.03709
0.09058,0.09058,3.306,2.75,2.611,1832,0.2356,589.3,30.91,0.06032,0.0371
0.06198,0.06198,2.665,2.307,2.217,1785,0.6959,670.6,30.07,0.06032,0.03608
0.06204,0.06204,2.666,2.307,2.218,1785,0.6942,670.4,30.07,0.06032,0.03608
0.06209,0.06209,2.668,2.308,2.219,1785,0.6925,670.3,30.07,0.06032,0.03608
0.09046,0.09046,3.303,2.749,2.61,1832,0.2366,589.7,30.91,0.06031,0.03709
0.09035,0.09035,3.301,2.747,2.608,1832,0.2375,590.1,30.9,0.06031,0.03708
0.0904,0.0904,3.302,2.748,2.609,1832,0.237,589.9,30.9,0.06031,0.03708
0.06215,0.06215,2.669,2.309,2.219,1785,0.6908,670.1,30.07,0.06031,0.03608
0.06221,0.06221,2.67,2.31,2.22,1786,0.6891,670,30.07,0.06031,0.03608
0.06227,0.06227,2.672,2.311,2.221,1786,0.6874,669.8,30.07,0.06031,0.03608
0.06233,0.06233,2.673,2.312,2.222,1786,0.6857,669.7,30.07,0.06031,0.03609
0.09029,0.09029,3.3,2.746,2.607,1832,0.238,590.2,30.9,0.0603,0.03708
0.09011,0.09011,3.296,2.743,2.605,1831,0.2394,590.8,30.89,0.0603,0.03707
0.09017,0.09017,3.297,2.744,2.606,1831,0.2389,590.6,30.89,0.0603,0.03707
0.09023,0.09023,3.298,2.745,2.607,1831,0.2384,590.4,30.89,0.0603,0.03707
0.06238,0.06238,2.674,2.313,2.223,1786,0.684,669.5,30.07,0.0603,0.03609
0.06244,0.06244,2.675,2.314,2.223,1786,0.6823,669.4,30.07,0.0603,0.03609
0.0625,0.0625,2.677,2.315,2.224,1786,0.6807,669.2,30.07,0.0603,0.03609
0.09006,0.09006,3.294,2.742,2.604,1831,0.2398,591,30.89,0.06029,0.03706
0.08988,0.08988,3.29,2.74,2.602,1831,0.2413,591.5,30.88,0.06029,0.03705
0.08994,0.08994,3.292,2.74,2.603,1831,0.2408,591.3,30.88,0.06029,0.03706
0.09,0.09,3.293,2.741,2.603,1831,0.2403,591.1,30.88,0.06029,0.03706
0.06256,0.06256,2.678,2.316,2.225,1786,0.679,669.1,30.07,0.06029,0.03609
0.06262,0.06262,2.679,2.316,2.226,1786,0.6773,669,30.07,0.06029,0.03609
0.06267,0.06267,2.681,2.317,2.227,1786,0.6757,668.8,30.07,0.06029,0.03609
0.06273,0.06273,2.682,2.318,2.227,1786,0.674,668.7,30.07,0.06029,0.03609
0.08971,0.08971,3.287,2.737,2.599,1831,0.2427,592,30.87,0.06028,0.03704
0.08977,0.08977,3.288,2.738,2.6,1831,0.2422,591.9,30.87,0.06028,0.03705
0.08982,0.08982,3.289,2.739,2.601,1831,0.2417,591.7,30.87,0.06028,0.03705
0.06285,0.06285,2.685,2.32,2.229,1787,0.6707,668.4,30.08,0.06028,0.03609
0.06291,0.06291,2.686,2.321,2.23,1787,0.6691,668.2,30.08,0.06028,0.03609
0.06279,0.06279,2.683,2.319,2.228,1786,0.6724,668.5,30.07,0.06028,0.03609
0.08965,0.08965,3.285,2.736,2.599,1830,0.2432,592.2,30.87,0.06027,0.03704
0.08948,0.08948,3.281,2.733,2.596,1830,0.2446,592.8,30.86,0.06027,0.03703
0.08953,0.08953,3.283,2.734,2.597,1830,0.2441,592.6,30.86,0.06027,0.03703
0.08959,0.08959,3.284,2.735,2.598,1830,0.2436,592.4,30.86,0.06027,0.03703
0.06296,0.06296,2.687,2.322,2.231,1787,0.6675,668.1,30.08,0.06027,0.03609
0.06302,0.06302,2.688,2.323,2.231,1787,0.6658,667.9,30.08,0.06027,0.03609
0.06308,0.06308,2.69,2.324,2.232,1787,0.6642,667.8,30.08,0.06027,0.03609
0.06314,0.06314,2.691,2.325,2.233,1787,0.6626,667.6,30.08,0.06027,0.03609
0.0893,0.0893,3.277,2.731,2.594,1830,0.2461,593.3,30.85,0.06026,0.03702
0.08936,0.08936,3.279,2.731,2.595,1830,0.2456,593.1,30.85,0.06026,0.03702
0.08942,0.08942,3.28,2.732,2.595,1830,0.2451,592.9,30.85,0.06026,0.03702
0.08924,0.08924,3.276,2.73,2.593,1830,0.2465,593.5,30.84,0.06026,0.03701
0.0632,0.0632,2.692,2.325,2.234,1787,0.661,667.5,30.08,0.06026,0.03609
0.06325,0.06325,2.694,2.326,2.235,1787,0.6594,667.3,30.08,0.06026,0.03609
0.06331,0.06331,2.695,2.327,2.235,1787,0.6578,667.2,30.08,0.06026,0.0361
0.06337,0.06337,2.696,2.328,2.236,1787,0.6562,667,30.08,0.06026,0.0361
0.08907,0.08907,3.272,2.727,2.591,1830,0.248,594,30.84,0.06025,0.037
0.08913,0.08913,3.274,2.728,2.591,1830,0.2475,593.8,30.84,0.06025,0.03701
0.08919,0.08919,3.275,2.729,2.592,1830,0.247,593.7,30.84,0.06025,0.03701
0.08901,0.08901,3.271,2.726,2.59,1829,0.2485,594.2,30.83,0.06025,0.037
0.06343,0.06343,2.698,2.329,2.237,1788,0.6546,666.9,30.08,0.06025,0.0361
0.06349,0.06349,2.699,2.33,2.238,1788,0.653,666.7,30.08,0.06025,0.0361
0.06354,0.06354,2.7,2.331,2.239,1788,0.6514,666.6,30.08,0.06025,0.0361
0.0636,0.0636,2.701,2.332,2.239,1788,0.6498,666.4,30.08,0.06025,0.0361
0.0889,0.0889,3.268,2.724,2.588,1829,0.2495,594.6,30.83,0.06024,0.03699
0.08895,0.08895,3.27,2.725,2.589,1829,0.249,594.4,30.83,0.06024,0.037
0.08878,0.08878,3.266,2.722,2.587,1829,0.2505,594.9,30.82,0.06024,0.03699
0.08884,0.08884,3.267,2.723,2.587,1829,0.25,594.7,30.82,0.06024,0.03699
0.06366,0.06366,2.703,2.333,2.24,1788,0.6482,666.3,30.08,0.06024,0.0361
0.06372,0.06372,2.704,2.334,2.241,1788,0.6466,666.1,30.08,0.06024,0.0361
0.06378,0.06378,2.705,2.334,2.242,1788,0.6451,666,30.08,0.06024,0.0361
0.06383,0.06383,2.707,2.335,2.243,1788,0.6435,665.8,30.08,0.06024,0.0361
0.08866,0.08866,3.263,2.721,2.585,1829,0.2515,595.3,30.82,0.06023,0.03698
0.08872,0.08872,3.264,2.722,2.586,1829,0.251,595.1,30.82,0.06023,0.03698
0.08855,0.08855,3.261,2.719,2.583,1829,0.2525,595.6,30.81,0.06023,0.03697
0.08861,0.08861,3.262,2.72,2.584,1829,0.252,595.5,30.81,0.06023,0.03698
0.06395,0.06395,2.709,2.337,2.244,1788,0.6404,665.5,30.09,0.06023,0.0361
0.06401,0.06401,2.711,2.338,2.245,1788,0.6389,665.4,30.09,0.06023,0.0361
0.06407,0.06407,2.712,2.339,2.246,1789,0.6373,665.2,30.09,0.06023,0.0361
0.06389,0.06389,2.708,2.336,2.243,1788,0.642,665.7,30.08,0.06023,0.0361
0.08849,0.08849,3.259,2.718,2.583,1829,0.253,595.8,30.81,0.06022,0.03697
0.08832,0.08832,3.255,2.715,2.58,1828,0.2545,596.3,30.8,0.06022,0.03696
0.08837,0.08837,3.257,2.716,2.581,1828,0.254,596.2,30.8,0.06022,0.03696
0.08843,0.08843,3.258,2.717,2.582,1828,0.2535,596,30.8,0.06022,0.03697
0.06412,0.06412,2.713,2.34,2.247,1789,0.6358,665.1,30.09,0.06022,0.0361
0.06418,0.06418,2.714,2.341,2.247,1789,0.6342,664.9,30.09,0.06022,0.03611
0.06424,0.06424,2.716,2.342,2.248,1789,0.6327,664.8,30.09,0.06022,0.03611
0.0643,0.0643,2.717,2.343,2.249,1789,0.6312,664.7,30.09,0.06022,0.03611
0.08826,0.08826,3.254,2.714,2.579,1828,0.255,596.5,30.8,0.06021,0.03695
0.08808,0.08808,3.25,2.712,2.577,1828,0.2565,597.1,30.79,0.06021,0.03694
0.08814,0.08814,3.251,2.713,2.578,1828,0.256,596.9,30.79,0.06021,0.03695
0.0882,0.0882,3.253,2.713,2.579,1828,0.2555,596.7,30.79,0.06021,0.03695
0.08803,0.08803,3.249,2.711,2.576,1828,0.257,597.2,30.78,0.06021,0.03694
0.06436,0.06436,2.718,2.343,2.25,1789,0.6297,664.5,30.09,0.06021,0.03611
0.06441,0.06441,2.72,2.344,2.251,1789,0.6281,664.4,30.09,0.06021,0.03611
0.06447,0.06447,2.721,2.345,2.251,1789,0.6266,664.2,30.09,0.06021,0.03611
0.06453,0.06453,2.722,2.346,2.252,1789,0.6251,664.1,30.09,0.06021,0.03611
0.08785,0.08785,3.245,2.708,2.574,1828,0.2586,597.8,30.78,0.0602,0.03693
0.08791,0.08791,3.246,2.709,2.575,1828,0.2581,597.6,30.78,0.0602,0.03693
0.08797,0.08797,3.248,2.71,2.575,1828,0.2576,597.4,30.78,0.0602,0.03694
0.08779,0.08779,3.244,2.707,2.573,1827,0.2591,597.9,30.77,0.0602,0.03693
0.06459,0.06459,2.724,2.347,2.253,1789,0.6236,663.9,30.09,0.0602,0.03611
0.06465,0.06465,2.725,2.348,2.254,1790,0.6221,663.8,30.09,0.0602,0.03611
0.0647,0.0647,2.726,2.349,2.255,1790,0.6206,663.6,30.09,0.0602,0.03611
0.06476,0.06476,2.727,2.35,2.255,1790,0.6191,663.5,30.09,0.0602,0.03611
0.08762,0.08762,3.24,2.704,2.571,1827,0.2607,598.5,30.77,0.06019,0.03692
0.08768,0.08768,3.241,2.705,2.571,1827,0.2601,598.3,30.77,0.06019,0.03692
0.08774,0.08774,3.242,2.706,2.572,1827,0.2596,598.1,30.77,0.06019,0.03692
0.08756,0.08756,3.238,2.704,2.57,1827,0.2612,598.7,30.76,0.06019,0.03691
0.06482,0.06482,2.729,2.351,2.256,1790,0.6176,663.3,30.1,0.06019,0.03611
0.06488,0.06488,2.73,2.352,2.257,1790,0.6161,663.1,30.1,0.06019,0.03611
0.06494,0.06494,2.731,2.352,2.258,1790,0.6147,663,30.1,0.06019,0.03612
0.06499,0.06499,2.733,2.353,2.259,1790,0.6132,662.8,30.1,0.06019,0.03612
0.06505,0.06505,2.734,2.354,2.259,1790,0.6117,662.7,30.1,0.06019,0.03612
0.08745,0.08745,3.236,2.702,2.568,1827,0.2622,599,30.76,0.06018,0.03691
0.0875,0.0875,3.237,2.703,2.569,1827,0.2617,598.8,30.76,0.06018,0.03691
0.08727,0.08727,3.232,2.699,2.566,1827,0.2638,599.5,30.75,0.06018,0.0369
0.08733,0.08733,3.233,2.7,2.567,1827,0.2633,599.4,30.75,0.06018,0.0369
0.08739,0.08739,3.235,2.701,2.567,1827,0.2628,599.2,30.75,0.06018,0.0369
0.06511,0.06511,2.735,2.355,2.26,1790,0.6102,662.5,30.1,0.06018,0.03612
0.06517,0.06517,2.737,2.356,2.261,1790,0.6088,662.4,30.1,0.06018,0.03612
0.06523,0.06523,2.738,2.357,2.262,1790,0.6073,662.2,30.1,0.06018,0.03612
0.06529,0.06529,2.739,2.358,2.263,1791,0.6059,662.1,30.1,0.06018,0.03612
0.08721,0.08721,3.231,2.698,2.565,1826,0.2643,599.7,30.75,0.06017,0.0369
0.08698,0.08698,3.225,2.695,2.562,1826,0.2665,600.4,30.74,0.06017,0.03688
0.08704,0.08704,3.227,2.695,2.563,1826,0.2659,600.3,30.74,0.06017,0.03689
0.0871,0.0871,3.228,2.696,2.563,1826,0.2654,600.1,30.74,0.06017,0.03689
0.08716,0.08716,3.229,2.697,2.564,1826,0.2649,599.9,30.74,0.06017,0.03689
0.06534,0.06534,2.74,2.359,2.263,1791,0.6044,661.9,30.1,0.06017,0.03612
0.0654,0.0654,2.742,2.36,2.264,1791,0.603,661.8,30.1,0.06017,0.03612
0.06546,0.06546,2.743,2.361,2.265,1791,0.6015,661.6,30.1,0.06017,0.03612
0.06552,0.06552,2.744,2.361,2.266,1791,0.6001,661.5,30.1,0.06017,0.03612
0.06558,0.06558,2.746,2.362,2.267,1791,0.5987,661.3,30.1,0.06017,0.03613
0.08681,0.08681,3.222,2.692,2.559,1826,0.2681,601,30.73,0.06016,0.03687
0.08687,0.08687,3.223,2.693,2.56,1826,0.2676,600.8,30.73,0.06016,0.03688
0.08692,0.08692,3.224,2.694,2.561,1826,0.267,600.6,30.73,0.06016,0.03688
0.08675,0.08675,3.22,2.691,2.559,1826,0.2686,601.1,30.72,0.06016,0.03687
0.06569,0.06569,2.748,2.364,2.268,1791,0.5958,661,30.11,0.06016,0.03613
0.06575,0.06575,2.75,2.365,2.269,1791,0.5944,660.9,30.11,0.06016,0.03613
0.06581,0.06581,2.751,2.366,2.27,1791,0.593,660.7,30.11,0.06016,0.03613
0.06587,0.06587,2.752,2.367,2.271,1792,0.5916,660.6,30.11,0.06016,0.03613
0.06563,0.06563,2.747,2.363,2.267,1791,0.5972,661.2,30.1,0.06016,0.03613
0.08658,0.08658,3.216,2.688,2.556,1825,0.2703,601.7,30.72,0.06015,0.03686
0.08663,0.08663,3.218,2.689,2.557,1826,0.2697,601.5,30.72,0.06015,0.03686
0.08669,0.08669,3.219,2.69,2.558,1826,0.2692,601.3,30.72,0.06015,0.03687
0.08646,0.08646,3.214,2.686,2.555,1825,0.2714,602,30.71,0.06015,0.03685
0.08652,0.08652,3.215,2.687,2.555,1825,0.2708,601.8,30.71,0.06015,0.03686
0.06592,0.06592,2.753,2.368,2.271,1792,0.5902,660.4,30.11,0.06015,0.03613
0.06598,0.06598,2.755,2.369,2.272,1792,0.5887,660.3,30.11,0.06015,0.03613
0.06604,0.06604,2.756,2.37,2.273,1792,0.5873,660.1,30.11,0.06015,0.03613
0.0661,0.0661,2.757,2.37,2.274,1792,0.5859,660,30.11,0.06015,0.03613
0.08634,0.08634,3.211,2.685,2.553,1825,0.2725,602.4,30.71,0.06014,0.03685
0.0864,0.0864,3.212,2.686,2.554,1825,0.2719,602.2,30.71,0.06014,0.03685
0.08617,0.08617,3.207,2.682,2.551,1825,0.2741,602.9,30.7,0.06014,0.03684
0.08623,0.08623,3.209,2.683,2.551,1825,0.2736,602.7,30.7,0.06014,0.03684
0.08629,0.08629,3.21,2.684,2.552,1825,0.273,602.5,30.7,0.06014,0.03684
0.06639,0.06639,2.764,2.375,2.278,1792,0.579,659.2,30.12,0.06014,0.03614
0.06616,0.06616,2.759,2.371,2.275,1792,0.5846,659.8,30.11,0.06014,0.03613
0.06621,0.06621,2.76,2.372,2.275,1792,0.5832,659.7,30.11,0.06014,0.03614
0.06627,0.06627,2.761,2.373,2.276,1792,0.5818,659.5,30.11,0.06014,0.03614
0.06633,0.06633,2.763,2.374,2.277,1792,0.5804,659.4,30.11,0.06014,0.03614
0.08611,0.08611,3.206,2.681,2.55,1825,0.2747,603.1,30.7,0.06013,0.03683
0.08594,0.08594,3.202,2.678,2.547,1824,0.2763,603.6,30.69,0.06013,0.03683
0.086,0.086,3.203,2.679,2.548,1824,0.2758,603.4,30.69,0.06013,0.03683
0.08605,0.08605,3.205,2.68,2.549,1825,0.2752,603.3,30.69,0.06013,0.03683
0.08588,0.08588,3.201,2.677,2.547,1824,0.2769,603.8,30.68,0.06013,0.03682
0.06645,0.06645,2.765,2.376,2.279,1792,0.5777,659.1,30.12,0.06013,0.03614
0.0665,0.0665,2.766,2.377,2.279,1793,0.5763,658.9,30.12,0.06013,0.03614
0.06656,0.06656,2.768,2.378,2.28,1793,0.5749,658.8,30.12,0.06013,0.03614
0.06662,0.06662,2.769,2.379,2.281,1793,0.5736,658.6,30.12,0.06013,0.03614
